_id,createdAt,createdBy,description,provider,slug,tags,thumbnail,title,updatedAt,updatedBy,videoEmbedId,youtubeThumbnail
618b579f36d1d81cdb4d4663,"11/10/2021, 1:24:21 PM",NSK Admin,,youtube,nakanishi-e3000-deburring-by-fujimoto-aluminum-cast,"[{""$oid"":""60f0c41e776c747ae8fbfa77""},{""$oid"":""6171cfbf5b7124dd8ec0cc62""}]",,Nakanishi E3000 Deburring by Fujimoto (Aluminum cast),"11/10/2021, 2:03:12 PM",NSK Admin,https://www.youtube.com/embed/xtCt7skG-vc,https://img.youtube.com/vi/xtCt7skG-vc/maxresdefault.jpg
618b57d327e581af10567955,"11/10/2021, 1:25:23 PM",NSK Admin,,youtube,nakanishi-e4000-deburring-corroborated-with-fanuc-and-xebec-cylinder-head,"[{""$oid"":""60f0c41e776c747ae8fbfa77""},{""$oid"":""6171cfbf5b7124dd8ec0cc62""}]",,Nakanishi E4000 Deburring corroborated with Fanuc and Xebec (Cylinder head),"11/10/2021, 2:03:59 PM",NSK Admin,https://www.youtube.com/embed/1f1L_LRt9Rs,https://img.youtube.com/vi/1f1L_LRt9Rs/maxresdefault.jpg
618b57e927e581af10567fa7,"11/10/2021, 1:25:45 PM",NSK Admin,,youtube,nakanishi-e4000-deburring-corroborated-with-fanuc-and-xebec-output-shaft,"[{""$oid"":""60f0c41e776c747ae8fbfa77""},{""$oid"":""6171cfbf5b7124dd8ec0cc62""}]",,Nakanishi E4000 Deburring corroborated with Fanuc and Xebec (Output shaft),"11/10/2021, 2:04:20 PM",NSK Admin,https://www.youtube.com/embed/-wPyDM4yO30,https://img.youtube.com/vi/-wPyDM4yO30/maxresdefault.jpg
618b580080e3544043aef375,"11/10/2021, 1:26:06 PM",NSK Admin,,youtube,nakanishi-e3000-motor-spindle-deburring-by-techno-wave-fine-techno--nachi,"[{""$oid"":""60f0c41e776c747ae8fbfa77""},{""$oid"":""6171cfbf5b7124dd8ec0cc62""}]",,NAKANISHI E3000 Motor Spindle Deburring by Techno Wave (Fine Techno / Nachi),"11/10/2021, 2:05:06 PM",NSK Admin,https://www.youtube.com/embed/m3-ESm7mD-8,https://img.youtube.com/vi/m3-ESm7mD-8/maxresdefault.jpg
618b5813ced82fc2399de375,"11/10/2021, 1:26:28 PM",NSK Admin,,youtube,nakanishi-e3000-motor-spindle-deburring-by-techno-wave-fine-techno--sankyo,"[{""$oid"":""60f0c41e776c747ae8fbfa77""},{""$oid"":""6171cfbf5b7124dd8ec0cc62""}]",,NAKANISHI E3000 Motor Spindle Deburring by Techno Wave (Fine Techno / Sankyo),"11/10/2021, 2:05:21 PM",NSK Admin,https://www.youtube.com/embed/xKZjo_wnV6c,https://img.youtube.com/vi/xKZjo_wnV6c/maxresdefault.jpg
618b582aced82fc2399deceb,"11/10/2021, 1:26:49 PM",NSK Admin,,youtube,nakanishi-motor-spindle-e3000-milling-by-pocket-nc-v2-50,"[{""$oid"":""6171cfbf5b7124dd8ec0cc69""},{""$oid"":""6171cfbf5b7124dd8ec0cc66""},{""$oid"":""6171cfbf5b7124dd8ec0cc63""}]",,NAKANISHI Motor Spindle E3000 Milling by Pocket NC V2-50,"11/10/2021, 2:11:00 PM",NSK Admin,https://www.youtube.com/embed/Ce50kmLTyPg,https://img.youtube.com/vi/Ce50kmLTyPg/maxresdefault.jpg
618b58406ae2ab3b68a334a6,"11/10/2021, 1:27:11 PM",NSK Admin,,youtube,nakanishi-e3000-cutting-pcb-with-elite-em-5700n,"[{""$oid"":""618b06872151e9f89e74f3a8""},{""$oid"":""6171cfbf5b7124dd8ec0cc66""},{""$oid"":""6171cfbf5b7124dd8ec0cc64""}]",,NAKANISHI E3000 Cutting PCB with Elite EM-5700N,"11/10/2021, 2:11:20 PM",NSK Admin,https://www.youtube.com/embed/sWwNi5y0qks,https://img.youtube.com/vi/sWwNi5y0qks/maxresdefault.jpg
618b589c80e3544043af3a33,"11/10/2021, 1:28:41 PM",NSK Admin,,youtube,nakanishi-motor-spindle-ispeed3-drilling--milling,"[{""$oid"":""6171cfbf5b7124dd8ec0cc66""},{""$oid"":""618b585b27e581af1056a743""},{""$oid"":""6171cfbf5b7124dd8ec0cc65""}]",,NAKANISHI Motor Spindle iSpeed3 Drilling & Milling,"11/10/2021, 1:59:02 PM",NSK Admin,https://www.youtube.com/embed/caKGz-Ycgd8,https://img.youtube.com/vi/caKGz-Ycgd8/maxresdefault.jpg
618b5d8780e3544043b1e5b3,"11/10/2021, 1:49:42 PM",NSK Admin,,youtube,robotic-process-applications-with-nakanishi-spindle,"[{""$oid"":""60f0c41e776c747ae8fbfa77""},{""$oid"":""618b58c527e581af1056d146""}]",,Robotic process applications with NAKANISHI Spindle,"11/10/2021, 2:09:22 PM",NSK Admin,https://www.youtube.com/embed/K41MzIchrwQ,https://img.youtube.com/vi/K41MzIchrwQ/maxresdefault.jpg
618b5de327e581af10593952,"11/10/2021, 1:51:17 PM",NSK Admin,,youtube,nakanishi-air-bearing-turbine-spindle-abt-1600-bt30-end-milling-r02-nak80,"[{""$oid"":""6171cfbf5b7124dd8ec0cc66""},{""$oid"":""618b5da4ced82fc239a08467""}]",,NAKANISHI Air Bearing Turbine Spindle ABT-1600-BT30 End Milling R0.2 (NAK80),"11/10/2021, 1:56:40 PM",NSK Admin,https://www.youtube.com/embed/fw1YyDfc-X4,https://img.youtube.com/vi/fw1YyDfc-X4/maxresdefault.jpg
618b5df6657489527bfc0723,"11/10/2021, 1:51:38 PM",NSK Admin,,youtube,nakanishi-air-turbine-spindle-hts1501-02-end-milling-nak80,"[{""$oid"":""6171cfbf5b7124dd8ec0cc66""},{""$oid"":""618b5da4ced82fc239a08467""}]",,NAKANISHI Air Turbine Spindle HTS1501 φ0.2 End Milling (NAK80),"11/10/2021, 1:57:21 PM",NSK Admin,https://www.youtube.com/embed/ngQAuvqMnvg,https://img.youtube.com/vi/ngQAuvqMnvg/maxresdefault.jpg
618b5e0936d1d81cdb50849a,"11/10/2021, 1:51:55 PM",NSK Admin,,youtube,nakanishi-motor-spindle-hes810-r02-end-milling-nak80,"[{""$oid"":""6171cfbf5b7124dd8ec0cc66""},{""$oid"":""618b5da4ced82fc239a08467""}]",,NAKANISHI Motor Spindle HES810 R0.2 End Milling (NAK80),"11/10/2021, 1:57:38 PM",NSK Admin,https://www.youtube.com/embed/Zu65MTfpQvs,https://img.youtube.com/vi/Zu65MTfpQvs/maxresdefault.jpg
